CompTotal;Gender;Manager;YearsCode;Age1stCode;YearsCodePro;Education
81500;Woman;IC;4;6;2;Less than bachelor's
105000;Man;IC;19;9;15;Bachelor's
95000;Man;IC;7;20;5;Master's
185000;Man;IC;4;12;2;Bachelor's
60000;Man;IC;7;14;4;Bachelor's
90000;Man;IC;3;17;2;Bachelor's
126000;Man;Manager;30;7;14;Bachelor's
87300;Man;IC;20;10;12;Bachelor's
95000;Man;IC;7;18;7;Bachelor's
126126;Woman;IC;6;11;5;Less than bachelor's
131000;Man;IC;18;9;16;Bachelor's
160000;Woman;IC;25;10;20;Bachelor's
82000;Man;IC;24;25;16;Bachelor's
100000;Man;IC;7;11;Less than 1 year;Bachelor's
65000;Man;IC;5;21;5;Master's
55000;Woman;IC;2;30;Less than 1 year;Master's
120000;Man;IC;17;18;14;Master's
72500;Man;IC;11;14;6;Bachelor's
180000;Man;IC;12;16;8;Master's
225000;Man;Manager;45;12;37;Master's
120000;Man;IC;20;14;10;Master's
70000;Man;IC;4;19;1;Bachelor's
95000;Man;IC;22;11;15;Bachelor's
135000;Woman;IC;10;17;7;Bachelor's
150000;Man;IC;22;14;18;Bachelor's
165000;Man;IC;14;13;10;Bachelor's
120000;Man;IC;20;10;18;Bachelor's
180000;Man;IC;8;14;6;Bachelor's
90000;Man;IC;3;21;3;Master's
60000;Man;IC;10;11;5;Bachelor's
90000;Man;IC;10;17;7;Bachelor's
65000;Man;IC;8;22;7;Master's
82500;Man;IC;6;22;2;Master's
130000;Man;IC;13;18;10;Bachelor's
84000;Man;IC;8;13;5;Master's
100000;Woman;IC;5;19;1;Master's
95000;Man;IC;12;14;4;Master's
93000;Man;IC;6;14;4;Bachelor's
159000;Man;IC;21;15;22;Less than bachelor's
103000;Man;IC;7;15;6;Bachelor's
130000;Woman;IC;8;13;2;Less than bachelor's
113000;Man;IC;5;14;4;Master's
135000;Man;IC;10;14;9;Less than bachelor's
200000;Man;Manager;8;16;3;Bachelor's
187000;Man;IC;6;26;6;Bachelor's
85000;Woman;IC;6;15;6;Bachelor's
146000;Man;IC;20;8;19;Less than bachelor's
110000;Woman;IC;15;15;10;Bachelor's
90000;Man;IC;6;12;6;Bachelor's
110000;Woman;IC;10;12;4;Bachelor's
80000;Man;IC;19;14;8;Bachelor's
200000;Man;Manager;14;16;11;Bachelor's
350000;Man;IC;26;6;14;Master's
130000;Man;IC;9;19;7;Bachelor's
76000;Woman;IC;3;28;2;Master's
130000;Man;IC;19;14;13;Bachelor's
120000;Man;IC;20;12;10;Master's
80000;Man;IC;5;18;4;Master's
70000;Man;IC;6;18;4;Bachelor's
125000;Man;IC;8;16;5;Bachelor's
60000;Man;Manager;9;22;6;Bachelor's
70000;Woman;IC;2;20;1;Bachelor's
140000;Man;IC;30;12;23;Bachelor's
65000;Man;IC;11;20;11;Less than bachelor's
60000;Man;IC;2;21;1;Bachelor's
180000;Man;IC;5;12;2;Bachelor's
146000;Man;Manager;14;18;9;Master's
300000;Man;Manager;27;16;24;Master's
74500;Man;IC;24;16;24;Less than bachelor's
175000;Man;Manager;15;10;15;Bachelor's
140000;Man;IC;45;18;40;Master's
60000;Man;IC;7;14;Less than 1 year;Bachelor's
118000;Man;IC;36;13;25;Bachelor's
270000;Man;Manager;37;5;34;Less than bachelor's
90000;Man;IC;5;16;1;Bachelor's
137500;Man;IC;15;17;8;Bachelor's
50000;Man;IC;6;16;5;Less than bachelor's
170000;Man;IC;25;14;22;Less than bachelor's
148000;Man;IC;29;12;22;Bachelor's
165500;Man;IC;20;13;10;Bachelor's
159000;Woman;IC;6;29;5;Bachelor's
85000;Man;IC;10;11;Less than 1 year;Less than bachelor's
110000;Man;IC;23;12;21;PhD
125000;Man;IC;4;27;3;Bachelor's
81543;Man;IC;3;13;3;Bachelor's
50000;Man;IC;1;18;Less than 1 year;Bachelor's
75000;Man;IC;7;16;3;Less than bachelor's
125000;Man;IC;3;23;3;Bachelor's
375000;Man;IC;12;13;6;Master's
120000;Woman;IC;20;12;8;Less than bachelor's
97000;Man;IC;6;10;1;Bachelor's
110000;Man;IC;20;10;11;Bachelor's
220000;Man;IC;20;7;10;PhD
85000;Man;Manager;15;17;7;Bachelor's
95000;Man;IC;5;12;5;Less than bachelor's
92000;Man;IC;8;12;3;Bachelor's
156000;Man;IC;8;20;8;Less than bachelor's
255000;Man;IC;12;7;5;Bachelor's
130000;Man;Manager;2;7;1;Bachelor's
145000;Man;IC;19;12;8;Bachelor's
92000;Man;IC;5;20;4;Bachelor's
1025000;Man;IC;13;13;4;Less than bachelor's
121000;Man;IC;8;12;6;Bachelor's
52000;Man;IC;6;16;5;Bachelor's
190000;Man;IC;11;16;5;Master's
138000;Man;IC;10;14;4;PhD
120000;Man;IC;17;15;14;Bachelor's
130000;Woman;IC;5;16;4;Master's
200000;Man;IC;22;15;20;Less than bachelor's
135000;Man;Manager;22;15;18;Bachelor's
150000;Man;IC;35;13;24;Bachelor's
50000;Woman;Manager;4;31;4;Bachelor's
100000;Man;IC;12;16;7;Less than bachelor's
140000;Man;IC;20;13;15;Bachelor's
110000;Man;IC;16;15;12;Bachelor's
85000;Man;IC;7;14;3;Bachelor's
125000;Man;IC;17;18;12;Bachelor's
86000;Man;IC;18;18;13;Bachelor's
140000;Man;IC;6;13;1;Bachelor's
120000;Man;IC;9;15;3;Bachelor's
93000;Man;IC;5;13;4;Less than bachelor's
105000;Man;IC;9;15;2;Bachelor's
195249;Man;Manager;10;15;4;Bachelor's
445000;Man;IC;30;8;18;Bachelor's
95000;Man;IC;40;11;15;Less than bachelor's
118000;Man;IC;13;11;9;Bachelor's
60000;Man;IC;5;20;2;Bachelor's
110000;Man;IC;4;31;2;Master's
78000;Man;IC;14;15;3;Master's
58000;Man;IC;15;9;6;Bachelor's
92230;Man;IC;12;12;9;Less than bachelor's
93600;Man;IC;30;10;15;Bachelor's
180000;Man;IC;10;17;5;Bachelor's
160000;Man;IC;20;12;10;Bachelor's
130000;Man;IC;6;13;4;Bachelor's
75000;Man;IC;6;11;4;Less than bachelor's
89000;Man;IC;14;19;10;Less than bachelor's
65000;Man;IC;12;10;8;Bachelor's
105000;Man;IC;12;12;10;Less than bachelor's
110000;Man;IC;8;12;6;Less than bachelor's
115000;Man;IC;11;15;5;Bachelor's
160000;Man;IC;15;6;10;Bachelor's
150000;Man;IC;20;15;15;Bachelor's
65000;Man;IC;3;27;1;Bachelor's
139000;Man;IC;37;17;12;Less than bachelor's
150000;Man;IC;10;15;1;Master's
91000;Man;IC;9;18;7;Bachelor's
132000;Man;IC;14;14;9;Bachelor's
60000;Man;IC;5;15;3;Bachelor's
250000;Man;IC;11;12;4;Bachelor's
33000;Man;IC;12;18;6;Master's
116000;Woman;IC;23;20;20;Bachelor's
215000;Man;IC;15;18;12;Less than bachelor's
56160;Man;IC;15;5;7;Less than bachelor's
70000;Man;IC;4;18;1;Less than bachelor's
171000;Man;IC;20;20;20;Master's
135000;Woman;Manager;18;13;14;Bachelor's
72000;Man;IC;27;14;8;Bachelor's
90000;Man;Manager;23;8;11;Less than bachelor's
175000;Man;IC;30;7;15;Master's
130000;Man;IC;30;11;25;PhD
200000;Man;IC;28;12;18;Bachelor's
155000;Man;IC;15;10;15;PhD
80000;Man;Manager;20;16;15;Master's
60000;Man;IC;2;20;2;Bachelor's
129000;Man;IC;31;10;19;Bachelor's
106000;Man;Manager;6;18;3;Bachelor's
105000;Woman;IC;10;18;7;Bachelor's
100000;Man;IC;16;15;10;Master's
350000;Man;IC;20;14;12;Master's
160000;Man;IC;14;20;14;Master's
110000;Man;IC;39;13;26;Less than bachelor's
180000;Woman;Manager;9;11;2;Bachelor's
55000;Man;IC;8;16;2;Bachelor's
65000;Woman;IC;4;23;3;Bachelor's
106500;Man;IC;20;14;17;Master's
104000;Man;IC;13;17;7;Bachelor's
88000;Man;IC;5;20;1;Bachelor's
450000;Man;IC;22;12;11;Bachelor's
60000;Man;IC;13;12;7;Bachelor's
210000;Man;IC;25;9;14;Bachelor's
155000;Woman;Manager;7;16;2;Bachelor's
88000;Man;IC;5;17;2;Bachelor's
192000;Man;IC;12;12;7;Less than bachelor's
75000;Woman;IC;1;21;Less than 1 year;Bachelor's
95000;Man;IC;11;9;5;Master's
75000;Man;IC;5;18;1;Bachelor's
90000;Man;IC;17;18;12;Bachelor's
50000;Man;IC;3;10;2;Bachelor's
200000;Man;IC;22;10;12;PhD
109453;Man;IC;21;17;20;Bachelor's
63000;Man;IC;10;6;5;Bachelor's
135000;Woman;IC;5;23;4;Master's
129000;Man;IC;21;13;17;Less than bachelor's
90000;Man;IC;8;17;3;Bachelor's
60000;Man;IC;40;8;25;Master's
130000;Man;IC;20;14;12;Less than bachelor's
120000;Man;IC;16;18;13;Less than bachelor's
137000;Woman;IC;4;21;3;Bachelor's
75000;Man;IC;9;13;6;Bachelor's
82000;Woman;IC;6;21;4;Master's
105000;Man;IC;18;11;15;Master's
126000;Man;IC;10;14;8;Bachelor's
132000;Man;IC;10;22;10;Bachelor's
91107;Man;IC;20;18;17;Bachelor's
210000;Man;IC;6;17;5;Bachelor's
66000;Man;IC;6;16;2;Bachelor's
81000;Man;IC;13;11;5;Bachelor's
62000;Man;IC;10;15;7;Less than bachelor's
126000;Man;IC;24;15;15;Bachelor's
125000;Man;IC;12;17;7;Bachelor's
115000;Man;IC;18;9;16;Less than bachelor's
167000;Man;IC;40;16;34;Master's
52127;Man;IC;9;25;4;Bachelor's
130000;Man;IC;25;12;24;Bachelor's
85000;Man;IC;6;18;6;Bachelor's
80000;Woman;IC;16;14;7;Less than bachelor's
150000;Man;Manager;30;15;25;Bachelor's
140000;Man;IC;23;16;18;Bachelor's
80000;Man;IC;7;13;4;Less than bachelor's
105000;Man;IC;9;18;5;Bachelor's
82000;Man;IC;10;15;6;Bachelor's
140000;Man;IC;10;16;10;Master's
150000;Man;IC;14;12;6;Bachelor's
50000;Man;IC;6;16;2;NA
75000;Man;IC;35;13;15;Less than bachelor's
230000;Man;IC;18;13;12;Master's
170000;Man;IC;30;11;22;Bachelor's
157000;Man;IC;15;10;10;Master's
96000;Man;IC;11;19;10;Bachelor's
175000;Man;IC;21;19;20;Bachelor's
60000;Woman;IC;10;10;4;Less than bachelor's
63700;Man;IC;8;14;4;Bachelor's
40150;Woman;IC;7;32;3;Bachelor's
70000;Man;IC;3;20;1;Bachelor's
70000;Man;IC;6;14;2;Bachelor's
150000;Man;IC;13;14;9;Bachelor's
133500;Woman;Manager;7;12;7;Less than bachelor's
316000;Woman;IC;38;19;35;Master's
55000;Man;IC;5;16;1;Bachelor's
145000;Man;IC;4;18;3;PhD
175000;Man;IC;15;16;10;Master's
105000;Man;IC;7;12;5;Bachelor's
92000;Man;IC;27;10;16;PhD
131500;Man;Manager;9;14;7;Less than bachelor's
45000;Man;IC;15;15;10;Less than bachelor's
167000;Man;IC;15;16;9;Bachelor's
144000;Man;IC;5;27;3;Bachelor's
135000;Woman;IC;7;19;5;Bachelor's
62000;Man;Manager;10;8;6;Less than bachelor's
60000;Man;IC;6;17;2;Bachelor's
51200;Man;IC;7;15;2;Bachelor's
65000;Man;IC;1;27;Less than 1 year;Less than bachelor's
55000;Man;IC;30;16;20;Bachelor's
160000;Man;IC;19;22;3;Less than bachelor's
111000;Man;IC;12;10;9;Bachelor's
135000;Man;Manager;18;15;11;PhD
103000;Man;IC;15;30;11;Bachelor's
150000;Man;IC;19;13;14;Bachelor's
190000;Woman;IC;8;10;3;Bachelor's
90000;Man;Manager;20;11;13;Less than bachelor's
147500;Man;IC;20;10;11;Bachelor's
140000;Man;IC;13;13;5;Bachelor's
110000;Man;Manager;23;6;7;Bachelor's
50720;Man;IC;7;18;3;Bachelor's
62500;Man;IC;5;18;Less than 1 year;Bachelor's
115000;Man;Manager;35;9;20;Master's
170000;Man;IC;23;19;20;Master's
130000;Man;IC;15;21;15;Bachelor's
75000;Man;IC;8;34;4;Bachelor's
130000;Man;IC;5;10;4;Bachelor's
65036;Man;IC;15;13;9;Bachelor's
100000;Man;IC;35;10;25;Less than bachelor's
150000;Man;IC;20;8;18;Bachelor's
155000;Man;IC;13;18;8;Bachelor's
55000;Man;IC;Less than 1 year;12;Less than 1 year;Bachelor's
114000;Man;IC;19;12;12;Less than bachelor's
130000;Man;IC;30;27;30;Bachelor's
60000;Man;IC;15;13;2;Bachelor's
135000;Man;IC;7;12;2;Bachelor's
160000;Man;IC;20;6;10;Bachelor's
120000;Man;IC;10;10;10;Less than bachelor's
63000;Man;IC;20;10;3;Bachelor's
175000;Man;IC;35;12;30;Less than bachelor's
75000;Man;IC;9;14;1;Bachelor's
65000;Man;IC;8;15;1;Bachelor's
133400;Man;IC;43;20;41;Bachelor's
153000;Man;IC;14;12;10;Bachelor's
80000;Man;IC;10;13;8;Bachelor's
120000;Man;IC;30;16;30;Less than bachelor's
98000;Man;IC;26;8;23;Bachelor's
110000;Man;Manager;8;15;5;Bachelor's
175000;Man;Manager;6;14;6;Master's
95000;Man;Manager;10;15;6;Master's
110000;Man;Manager;9;12;5;Bachelor's
130000;Man;Manager;20;12;15;Master's
182500;Man;IC;12;12;10;Master's
60000;Woman;IC;8;26;Less than 1 year;Master's
140000;Man;IC;50;14;48;Bachelor's
63000;Man;IC;6;13;4;Bachelor's
130000;Man;IC;7;18;4;Bachelor's
102000;Man;Manager;20;14;14;Bachelor's
115000;Man;IC;15;12;5;Bachelor's
142000;Man;IC;16;11;10;Bachelor's
65000;Man;IC;6;15;4;Master's
115000;Man;IC;3;12;3;Bachelor's
95000;Man;IC;10;16;7;Less than bachelor's
100000;Woman;IC;14;17;10;Bachelor's
96000;Man;IC;8;17;5;Bachelor's
110650;Man;IC;5;28;4;Less than bachelor's
94600;Woman;IC;7;16;3;Bachelor's
72500;Woman;IC;2;23;2;Bachelor's
78000;Man;IC;14;15;5;Bachelor's
120000;Man;IC;15;15;10;Less than bachelor's
97850;Man;IC;8;16;5;Bachelor's
106000;Man;IC;35;12;22;Master's
45000;Man;IC;6;16;1;Bachelor's
130000;Man;IC;13;16;13;Less than bachelor's
151800;Man;IC;22;14;20;Less than bachelor's
230000;Man;Manager;30;17;25;Bachelor's
53500;Woman;IC;8;12;Less than 1 year;Bachelor's
100000;Woman;IC;3;21;3;Bachelor's
70000;Man;IC;5;19;4;Bachelor's
58000;Woman;IC;14;12;4;Bachelor's
77500;Man;IC;8;16;2;Bachelor's
100000;Man;IC;4;14;3;Bachelor's
48000;Man;IC;3;11;2;Professional
135000;Man;IC;28;13;20;Master's
490600;Man;IC;20;5;10;Less than bachelor's
57000;Man;IC;6;20;4;Less than bachelor's
83000;Woman;IC;10;20;9;Bachelor's
80500;Man;IC;9;21;6;Bachelor's
120000;Man;IC;17;14;15;Less than bachelor's
52000;Man;IC;2;15;Less than 1 year;Bachelor's
104000;Man;IC;7;21;7;Bachelor's
210000;Man;Manager;5;21;5;Bachelor's
85000;Man;IC;13;16;6;Less than bachelor's
225000;Man;IC;21;15;20;Less than bachelor's
90000;Man;IC;7;20;4;Master's
105000;Woman;IC;25;6;20;Less than bachelor's
200000;Man;Manager;24;11;18;PhD
78000;Man;IC;6;24;5;Bachelor's
65000;Woman;IC;12;15;6;Bachelor's
125000;Man;IC;16;17;10;Bachelor's
140000;Man;Manager;40;15;30;Bachelor's
137000;Man;IC;10;16;3;Bachelor's
103000;Man;IC;11;12;8;Less than bachelor's
143000;Man;IC;27;10;21;Less than bachelor's
115000;Man;IC;28;13;24;Master's
155000;Man;Manager;35;20;35;Master's
125000;Man;IC;40;16;34;Bachelor's
84000;Man;IC;4;9;1;Bachelor's
100000;Man;IC;15;17;11;Bachelor's
70000;Man;IC;5;18;2;Bachelor's
94000;Man;IC;15;10;11;Bachelor's
150000;Man;IC;8;12;5;Master's
140000;Man;IC;14;10;14;Bachelor's
154000;Man;IC;16;14;8;Master's
81000;Man;IC;10;12;8;Bachelor's
99000;Man;IC;30;23;30;Bachelor's
60000;Man;IC;12;12;Less than 1 year;Bachelor's
55000;Man;IC;4;19;1;Bachelor's
75000;Woman;IC;10;16;4;Bachelor's
135000;Man;IC;20;15;15;Bachelor's
125000;Man;IC;11;10;8;Less than bachelor's
116000;Man;IC;4;31;3;Less than bachelor's
103000;Man;IC;12;16;7;Less than bachelor's
115000;Man;IC;40;12;30;Bachelor's
120000;Man;IC;11;16;7;PhD
90000;Man;IC;13;12;6;Bachelor's
45000;Man;IC;5;18;2;Less than bachelor's
150000;Man;Manager;40;12;27;Bachelor's
239000;Man;IC;7;16;2;Bachelor's
100000;Man;IC;4;20;2;Bachelor's
950000;Man;IC;32;12;21;Bachelor's
120000;Man;IC;22;19;21;Bachelor's
124000;Man;IC;37;10;22;Master's
79000;Man;IC;8;9;5;Bachelor's
115000;Man;IC;5;17;2;Bachelor's
106000;Man;IC;4;18;3;Bachelor's
132000;Man;IC;17;12;10;Master's
160000;Man;IC;20;8;6;Less than bachelor's
107000;Man;IC;20;17;10;Less than bachelor's
90000;Man;IC;6;26;4;Master's
90000;Man;IC;7;14;2;Master's
135000;Man;IC;10;20;8;Bachelor's
46000;Man;IC;3;16;Less than 1 year;Bachelor's
320000;Man;IC;20;8;13;Bachelor's
168000;Man;IC;18;7;18;Bachelor's
84000;Woman;IC;7;20;5;Bachelor's
93000;Man;IC;27;10;20;Master's
91000;Man;IC;9;18;3;Bachelor's
188000;Man;IC;12;10;2;Bachelor's
74000;Man;IC;6;18;2;Bachelor's
128784;Man;IC;30;13;20;Less than bachelor's
177000;Man;IC;19;8;7;Master's
150000;Man;IC;10;16;4;Master's
115000;Man;IC;14;17;10;Bachelor's
81000;Man;IC;13;11;3;Bachelor's
105000;Man;IC;2;21;2;Less than bachelor's
110000;Man;IC;25;7;22;Less than bachelor's
175000;Man;Manager;11;13;9;Less than bachelor's
72800;Man;IC;7;15;Less than 1 year;Bachelor's
200000;Man;IC;20;15;13;Bachelor's
135000;Man;IC;30;8;19;Master's
104000;Man;IC;20;11;10;Bachelor's
61000;Man;IC;3;28;2;Bachelor's
85000;Man;IC;12;11;2;Bachelor's
100000;Man;IC;25;8;10;Master's
120000;Man;IC;23;15;20;Bachelor's
65000;Man;IC;6;20;3;Bachelor's
80000;Man;IC;8;15;4;Bachelor's
120000;Man;IC;15;15;10;Master's
200000;Man;IC;8;18;4;Bachelor's
100000;Man;Manager;8;13;5;Less than bachelor's
52000;Man;Manager;12;8;2;Bachelor's
75000;Man;IC;8;21;5;Master's
150000;Woman;IC;12;11;2;Less than bachelor's
80000;Man;IC;20;14;13;Less than bachelor's
77000;Man;IC;10;31;8;Less than bachelor's
79000;Man;IC;2;21;2;Master's
78000;Man;IC;5;20;5;Bachelor's
100000;Man;IC;20;18;16;Less than bachelor's
32000;Man;IC;3;16;1;Less than bachelor's
50000;Man;IC;2;16;Less than 1 year;Bachelor's
210000;Man;Manager;32;6;22;Bachelor's
136000;Man;IC;6;17;Less than 1 year;Bachelor's
150000;Man;IC;14;24;10;Bachelor's
69000;Man;IC;2;15;1;Bachelor's
130000;Man;IC;16;18;11;Less than bachelor's
75400;Man;IC;5;16;1;Less than bachelor's
120000;Man;IC;42;19;39;Less than bachelor's
135000;Woman;IC;6;18;3;Bachelor's
115000;Man;IC;8;18;4;Bachelor's
85000;Man;IC;11;15;7;Master's
130000;Man;Manager;22;12;10;Bachelor's
102500;Man;IC;4;27;4;Bachelor's
96750;Man;IC;17;13;10;Bachelor's
90000;Man;IC;11;17;6;Bachelor's
78814;Man;IC;7;27;6;Bachelor's
131500;Man;IC;30;10;21;Bachelor's
71000;Man;IC;9;10;9;Bachelor's
140000;Woman;IC;23;17;22;Bachelor's
108000;Man;IC;3;22;3;Master's
165000;Man;IC;9;15;7;Bachelor's
85000;Man;IC;7;12;2;Bachelor's
210000;Man;Manager;28;11;24;Less than bachelor's
96000;Man;IC;13;17;9;Bachelor's
55595;Man;IC;3;16;2;Bachelor's
225000;Man;IC;10;12;3;Bachelor's
105000;Man;Manager;15;16;12;Bachelor's
107500;Man;IC;17;13;13;Master's
700000;Man;Manager;45;14;40;PhD
100000;Man;Manager;10;14;10;Less than bachelor's
78000;Woman;IC;7;25;2;Master's
58000;Man;IC;8;18;3;Bachelor's
66000;Man;IC;6;30;5;Master's
77000;Man;IC;6;18;3;Bachelor's
105000;Man;IC;5;18;3;Bachelor's
170000;Man;Manager;11;21;7;Master's
62000;Man;IC;6;16;2;Bachelor's
14750;Man;IC;20;10;17;Bachelor's
86200;Man;Manager;11;11;9;Master's
115000;Man;IC;12;10;10;Bachelor's
128500;Man;IC;46;11;23;Bachelor's
165000;Man;IC;10;13;4;Bachelor's
110000;Man;IC;18;13;17;Less than bachelor's
134000;Man;IC;6;16;4;Less than bachelor's
76000;Man;IC;10;13;5;Bachelor's
95000;Man;IC;15;13;15;Less than bachelor's
102000;Man;IC;11;13;8;Master's
70000;Man;IC;15;21;11;Master's
124000;Man;Manager;25;8;14;Master's
125000;Man;IC;20;12;15;Bachelor's
220000;Woman;IC;10;12;7;PhD
85000;Man;IC;10;14;4;Less than bachelor's
130000;Man;IC;12;15;6;Bachelor's
105000;Man;Manager;40;14;31;Bachelor's
117000;Man;IC;7;23;6;PhD
150000;Man;IC;10;19;6;Bachelor's
275000;Man;Manager;25;8;15;Master's
66000;Man;IC;10;16;6;Bachelor's
80000;Man;IC;12;18;8;Bachelor's
57000;Man;IC;7;16;Less than 1 year;Bachelor's
89500;Woman;IC;7;13;3;Bachelor's
81000;Man;IC;11;18;3;Master's
190000;Man;IC;35;12;23;Bachelor's
98000;Woman;IC;16;12;16;Master's
52000;Man;IC;19;14;5;Bachelor's
94500;Man;IC;10;18;5;Bachelor's
130000;Woman;IC;4;33;3;Master's
70000;Man;IC;4;18;2;Master's
115000;Man;IC;19;10;10;Master's
200000;Man;Manager;16;16;8;Bachelor's
125000;Man;IC;36;17;30;Less than bachelor's
90000;Man;IC;4;16;2;Master's
165000;Man;IC;10;18;7;Less than bachelor's
128000;Man;IC;35;12;26;Less than bachelor's
145000;Man;IC;37;8;22;Bachelor's
121500;Woman;IC;20;10;3;Master's
320000;Man;IC;22;8;18;Bachelor's
76876;Man;IC;6;16;3;Bachelor's
166000;Man;Manager;20;15;17;Master's
150000;Man;IC;20;6;6;Bachelor's
138000;Man;Manager;27;5;15;Bachelor's
200000;Man;Manager;36;12;25;Bachelor's
130000;Man;IC;6;12;5;Bachelor's
136500;Man;IC;10;12;9;Master's
150000;Woman;IC;21;14;21;Bachelor's
115000;Man;IC;7;18;4;Bachelor's
45000;Man;IC;10;13;1;Bachelor's
75000;Man;IC;5;27;4;Master's
85000;Man;IC;3;34;3;Master's
60000;Man;IC;6;10;5;Less than bachelor's
90000;Woman;IC;7;14;3;Less than bachelor's
100000;Man;IC;30;15;25;Master's
200000;Man;IC;35;13;30;Master's
88000;Woman;IC;4;27;3;Bachelor's
320000;Man;IC;23;25;20;Master's
98000;Man;IC;10;7;10;Less than bachelor's
80000;Man;IC;25;20;15;Bachelor's
150000;Man;Manager;19;14;9;Master's
126000;Man;IC;24;12;18;Less than bachelor's
137800;Woman;IC;5;19;4;Bachelor's
44000;Man;IC;30;8;6;Less than bachelor's
130000;Man;IC;4;20;1;Bachelor's
125000;Man;IC;30;12;20;Bachelor's
32500;Man;IC;12;10;Less than 1 year;Less than bachelor's
115000;Man;IC;19;17;15;Bachelor's
75000;Man;IC;7;17;3;Bachelor's
100000;Man;IC;10;12;2;Master's
140000;Man;IC;4;10;4;Less than bachelor's
83200;Man;IC;12;16;9;Bachelor's
145000;Man;IC;20;13;15;Bachelor's
86000;Man;IC;6;16;4;Bachelor's
101923;Man;IC;11;12;3;Bachelor's
105000;Man;IC;25;12;23;Bachelor's
85000;Woman;IC;20;11;3;PhD
63000;Man;IC;6;12;4;Less than bachelor's
78000;Man;IC;8;16;4;Bachelor's
69000;Man;IC;7;18;4;Bachelor's
80000;Woman;IC;1;26;Less than 1 year;Bachelor's
40000;Woman;IC;8;18;4;Master's
26000;Man;IC;Less than 1 year;8;Less than 1 year;Less than bachelor's
90000;Man;IC;3;25;2;Less than bachelor's
89000;Man;IC;28;8;23;Bachelor's
67450;Man;IC;10;14;4;Bachelor's
31000;Man;IC;15;11;Less than 1 year;Less than bachelor's
70000;Man;IC;19;25;16;Bachelor's
150000;Man;IC;10;18;5;Master's
89000;Man;IC;5;20;4;Bachelor's
41800;Man;IC;3;19;Less than 1 year;Bachelor's
125000;Man;IC;8;15;4;Bachelor's
100000;Man;IC;24;17;21;Bachelor's
135000;Woman;IC;11;14;4;Bachelor's
250000;Man;IC;18;10;15;Less than bachelor's
160000;Man;IC;23;15;17;Less than bachelor's
100000;Man;IC;6;15;1;Bachelor's
108000;Man;IC;14;16;8;PhD
140000;Man;IC;39;19;37;Master's
205000;Man;IC;15;8;8;Bachelor's
65000;Man;IC;6;23;2;Less than bachelor's
300000;Woman;Manager;25;9;18;Master's
59000;Man;IC;2;17;Less than 1 year;Bachelor's
116000;Man;IC;18;17;14;Master's
125000;Man;IC;5;15;4;Bachelor's
102000;Man;IC;14;8;8;Master's
111000;Man;IC;11;16;3;Bachelor's
100000;Man;IC;10;12;10;Bachelor's
230000;Man;Manager;23;19;23;Professional
94000;Man;IC;6;38;6;Professional
135000;Man;IC;15;13;8;Bachelor's
150000;Man;Manager;14;18;12;PhD
65000;Man;IC;5;18;1;Bachelor's
160000;Man;IC;37;10;24;Bachelor's
52500;Man;IC;5;19;3;Bachelor's
97000;Man;IC;38;17;29;Bachelor's
109980;Man;IC;9;17;7;Bachelor's
85000;Man;IC;6;15;4;Less than bachelor's
94500;Man;IC;8;18;4;Bachelor's
100300;Man;IC;18;12;13;Bachelor's
67000;Man;IC;5;17;2;Bachelor's
40000;Man;IC;5;19;3;Less than bachelor's
54000;Woman;IC;9;15;2;Bachelor's
52421;Man;IC;10;16;5;Bachelor's
136000;Man;IC;32;16;23;Bachelor's
125000;Man;IC;30;14;27;Bachelor's
140000;Man;IC;10;14;10;Less than bachelor's
140230;Woman;IC;18;16;13;Bachelor's
185000;Man;IC;16;9;12;Bachelor's
105000;Man;IC;16;21;15;Master's
103000;Man;IC;22;8;8;Less than bachelor's
141000;Man;IC;28;7;19;Less than bachelor's
300000;Man;IC;15;14;12;Bachelor's
150000;Man;Manager;8;18;10;PhD
260000;Man;IC;18;16;15;Master's
125000;Man;IC;19;8;9;Master's
120000;Man;IC;8;15;5;Bachelor's
78000;Man;IC;17;13;5;Bachelor's
130000;Man;IC;10;Younger than 5 years;7;Less than bachelor's
81000;Man;IC;9;16;1;Bachelor's
62000;Man;IC;3;21;Less than 1 year;Bachelor's
97000;Man;IC;12;23;10;Master's
40100;Man;IC;5;17;Less than 1 year;Bachelor's
114000;Man;IC;20;25;20;Less than bachelor's
72000;Man;IC;16;10;3;Master's
180000;Man;Manager;25;8;13;Bachelor's
87000;Man;IC;4;12;4;Bachelor's
75075;Man;IC;4;20;2;Bachelor's
125000;Man;Manager;26;12;15;Bachelor's
113000;Man;IC;4;7;1;Master's
220000;Man;IC;19;13;11;Bachelor's
103832;Man;IC;5;22;2;Bachelor's
80000;Man;IC;15;14;6;Bachelor's
170000;Man;IC;15;13;10;PhD
104000;Man;IC;14;14;6;Bachelor's
